age,gender,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,loan_paid_back
66,1,2,0,59840.35,4986.7,0,0.181,763,8263.77,2,10.39,36,268.16,9,1,46104.86,4920.02,2,0,2,1
40,1,1,0,28921.8,2410.15,0,0.308,708,6405.23,6,14.69,36,221.07,12,6,37190.11,17223.83,0,0,0,0
52,1,0,1,23129.27,1927.44,2,0.108,706,34423.8,2,9.38,60,720.95,14,2,32626.94,22592.31,0,0,0,1
58,0,1,0,20787.76,1732.31,2,0.122,683,9993.39,1,12.78,60,226.26,14,4,24699.38,19548.36,3,0,4,1
60,1,2,0,16441.46,1370.12,0,0.142,791,10390.28,0,6.06,36,316.37,7,5,20263.48,16383.1,1,0,1,1
52,1,3,3,43064.57,3588.71,2,0.131,611,7596.78,7,15.7,36,265.96,18,4,66846.58,29942.09,0,0,0,0
46,1,2,0,15764.73,1313.73,4,0.179,707,8061.33,1,13.19,36,272.36,14,3,24863.2,21480.21,2,0,3,0
59,0,1,0,77101.48,6425.12,4,0.227,637,19842.29,1,11.03,36,649.89,16,8,113302.37,103941.72,5,0,6,0
40,1,2,2,45432.26,3786.02,4,0.138,701,18089.08,2,15.3,36,629.72,13,2,44535.24,14195.31,3,0,4,0
38,1,2,0,6805.86,567.16,4,0.267,645,15708.75,4,15.87,60,380.92,19,7,14647.43,1959.84,0,0,1,0
70,0,0,3,26448.17,2204.01,0,0.224,710,17693.83,3,7.43,60,353.96,11,5,28005.65,15974.87,3,0,3,0
35,0,1,0,19641.19,1636.77,0,0.117,684,23470.16,3,11.53,60,516.52,11,6,16216.23,10483.78,3,0,5,1
72,0,1,3,9457.89,788.16,0,0.156,773,21817.35,6,13.92,36,744.82,9,7,19664.66,13960.51,5,0,5,1
42,0,2,1,61250.52,5104.21,1,0.09,634,5493.46,2,16.91,36,195.61,16,5,66638.54,56646.94,2,0,2,1
71,1,0,0,50842.18,4236.85,0,0.216,608,26632.66,4,13.62,36,905.33,24,8,84169.61,61789.03,2,0,2,1
42,0,2,2,67876.13,5656.34,4,0.315,704,6391.87,2,13.96,36,218.33,11,3,77292.13,56284.76,2,0,3,0
73,0,2,1,41308.99,3442.42,0,0.158,656,15930.01,2,12.15,36,530.25,19,6,33900.84,10739.79,0,0,0,1
41,0,1,1,72804.22,6067.02,0,0.013,745,4265.39,4,7.43,36,132.54,8,5,114156.95,70425.72,0,0,1,1
22,1,2,1,49944.93,4162.08,0,0.058,589,4701.19,2,14.51,36,161.84,22,4,38233.96,27706.9,4,0,4,1
60,0,2,1,68110.23,5675.85,2,0.229,749,6546.76,2,14.08,60,152.6,7,4,69923.41,63609.87,1,0,2,1
73,1,0,0,56135.95,4678.0,0,0.221,626,7561.35,3,10.9,36,247.19,19,10,62124.64,32203.79,1,0,2,1
63,0,1,2,60960.99,5080.08,3,0.206,825,8605.09,6,10.56,36,279.93,4,5,63215.92,14874.38,0,0,1,1
38,1,0,1,54975.31,4581.28,4,0.093,753,16613.52,1,14.79,36,574.21,9,4,75246.42,61120.46,2,0,3,1
43,1,1,1,27209.85,2267.49,0,0.396,677,16532.51,0,11.45,36,544.78,11,5,45739.18,8310.94,5,0,5,1
33,0,2,1,12650.39,1054.2,2,0.125,611,25684.85,2,14.64,36,885.85,16,5,16657.03,1628.01,1,0,1,1
61,1,2,1,53013.53,4417.79,4,0.195,573,25831.06,3,10.34,60,553.17,29,2,55870.25,30014.44,3,0,4,0
29,0,0,3,28740.27,2395.02,1,0.016,763,5052.99,5,11.36,60,110.77,8,6,44697.87,35254.41,1,0,2,1
69,0,2,1,18020.72,1501.73,0,0.226,725,23863.75,2,13.46,60,548.61,11,7,16012.31,14568.65,1,0,1,1
27,0,1,0,34673.42,2889.45,4,0.069,740,16023.8,2,9.63,36,514.26,5,5,28461.14,18588.73,2,0,3,1
61,1,2,1,32466.33,2705.53,0,0.122,555,2551.56,2,16.7,60,63.0,27,7,31752.96,24566.87,3,0,4,1
74,0,1,1,51141.06,4261.76,1,0.078,741,32167.21,6,13.22,36,1087.25,5,4,60542.99,3121.21,1,0,1,1
21,0,2,1,61627.46,5135.62,0,0.092,565,15555.58,6,15.03,60,370.31,29,6,69494.4,23170.27,0,0,0,1
22,1,2,1,45676.25,3806.35,0,0.083,671,7264.25,1,18.68,36,265.1,13,3,33645.46,6905.15,0,0,0,1
24,0,1,1,29648.77,2470.73,0,0.082,627,12450.03,6,14.55,36,428.85,15,1,19378.72,14217.03,2,0,2,1
34,1,2,2,10274.04,856.17,4,0.267,647,8578.93,4,9.95,36,276.62,16,5,19062.95,1136.01,2,0,3,0
52,1,1,0,27213.96,2267.83,0,0.029,566,9133.05,3,12.0,36,303.35,27,7,25359.06,4228.24,2,0,4,1
56,0,1,0,37027.67,3085.64,0,0.031,679,23375.25,1,15.35,36,814.32,12,3,55326.01,42372.66,0,0,0,1
22,0,1,0,107969.71,8997.48,2,0.19,700,9065.41,2,12.28,36,302.32,12,4,59809.74,42321.45,3,0,3,1
60,1,2,1,16117.76,1343.15,4,0.197,651,5989.98,4,10.12,36,193.62,17,5,25773.8,20817.45,1,0,2,0
70,1,1,1,10473.96,872.83,0,0.135,723,6457.1,3,7.38,36,200.5,14,7,21273.11,18592.78,3,0,4,1
71,0,0,1,51033.01,4252.75,0,0.293,534,22001.19,6,16.43,36,778.18,26,5,78637.68,44036.56,1,1,3,1
34,1,1,1,37214.52,3101.21,0,0.218,700,5752.66,7,15.51,36,200.86,10,2,22392.02,13273.16,2,0,2,1
40,1,1,2,21870.52,1822.54,0,0.11,748,19055.31,1,10.14,36,616.11,7,6,38334.25,5070.77,0,0,1,1
45,2,1,1,56493.55,4707.8,0,0.15,688,2094.99,6,14.88,60,49.71,11,5,55492.92,45325.37,5,0,5,1
62,1,1,0,17288.12,1440.68,0,0.076,708,21015.78,1,7.87,60,424.82,14,2,21139.64,12059.79,2,0,2,1
69,0,2,0,149840.32,12486.69,0,0.022,580,31329.42,2,13.8,60,725.74,22,5,132454.11,54831.15,2,0,2,1
28,1,3,0,65039.94,5420.0,0,0.129,582,15904.38,2,15.83,60,385.33,24,8,43480.97,11565.49,2,0,2,1
48,0,2,0,63042.12,5253.51,0,0.01,581,26972.17,2,15.37,36,939.89,22,10,72038.54,32761.76,1,0,3,1
66,1,3,1,42002.96,3500.25,1,0.271,790,9247.6,2,8.33,36,291.2,5,5,33416.64,18479.74,0,0,0,1
41,0,2,0,44649.26,3720.77,4,0.441,619,3460.56,1,16.71,36,122.88,15,5,38051.89,28619.9,4,0,5,0
43,1,2,2,28615.29,2384.61,0,0.027,645,17965.97,1,10.88,60,389.55,19,4,40228.61,27451.57,3,0,3,1
52,0,1,0,46623.41,3885.28,1,0.033,646,22051.99,2,18.0,36,797.23,19,5,44015.18,11196.23,2,0,3,1
28,0,2,3,44399.75,3699.98,4,0.115,715,2600.68,4,13.44,36,88.18,11,9,32897.48,15620.97,0,0,3,0
51,2,2,0,80775.15,6731.26,0,0.043,657,8410.67,0,12.69,36,282.13,17,2,116456.75,89004.46,1,0,1,1
57,1,1,0,35098.18,2924.85,2,0.149,688,15852.58,2,12.0,60,352.63,12,6,50186.93,4967.0,5,0,6,0
36,0,1,0,42291.03,3524.25,0,0.253,685,17264.63,2,9.52,36,553.2,11,4,39004.08,33952.67,2,0,2,1
60,1,2,2,18262.69,1521.89,2,0.049,696,14476.02,2,10.32,36,469.28,10,5,27384.19,12274.28,1,0,2,1
62,0,1,0,63691.23,5307.6,0,0.052,725,17054.68,6,15.25,36,593.3,11,4,71762.42,22748.66,2,0,3,1
47,1,1,3,39076.06,3256.34,4,0.292,664,18496.64,1,11.14,36,606.78,16,3,43666.33,27858.95,0,0,1,0
60,1,2,0,46731.7,3894.31,4,0.073,761,5367.59,2,14.59,36,184.99,6,4,28546.5,10686.02,1,0,3,1
61,1,1,2,55470.97,4622.58,0,0.403,658,10590.29,4,14.05,60,246.69,19,2,58905.45,42462.04,3,1,4,1
38,0,2,0,47840.25,3986.69,0,0.301,485,10133.16,6,12.89,36,340.89,29,3,52420.1,7125.34,1,0,1,1
55,0,2,2,27114.86,2259.57,0,0.237,742,10717.48,2,12.68,36,359.46,9,4,39411.99,24790.62,3,0,4,1
69,1,1,1,73873.07,6156.09,0,0.158,566,5805.65,2,14.48,60,136.54,25,2,106246.41,92031.27,1,0,1,0
72,0,1,1,46922.63,3910.22,0,0.074,812,6959.65,3,7.34,60,138.93,1,8,47160.05,41703.29,3,0,4,1
35,0,1,2,34612.76,2884.4,0,0.245,820,9773.81,1,6.62,60,191.79,1,5,41814.94,26062.77,1,0,3,1
73,0,2,0,55368.51,4614.04,1,0.322,591,4540.71,7,15.24,36,157.94,22,2,67832.42,23432.56,3,0,3,1
47,0,1,2,49058.36,4088.2,4,0.214,603,14953.29,6,14.82,36,517.04,20,5,69922.67,42256.16,1,0,1,0
37,0,1,3,28333.61,2361.13,0,0.134,807,22456.17,1,8.04,36,704.11,4,5,27396.0,13671.04,1,0,2,1
60,0,1,1,69026.72,5752.23,0,0.131,715,16573.12,2,11.91,60,367.91,12,8,67795.46,29363.05,1,0,1,1
22,1,1,0,68939.01,5744.92,0,0.191,691,28081.8,6,13.54,36,953.51,13,4,46469.72,21325.08,3,0,3,1
69,0,3,1,8931.11,744.26,2,0.048,850,13188.06,4,7.46,36,409.99,2,2,10728.06,9621.12,2,0,3,1
70,1,1,1,18339.0,1528.25,0,0.013,663,6334.55,6,12.63,36,212.31,15,4,30364.92,28360.39,3,0,3,1
51,0,1,0,15660.21,1305.02,4,0.204,763,13819.4,1,13.25,36,467.3,7,2,21628.46,10059.88,2,0,2,0
57,0,1,1,14707.35,1225.61,0,0.117,751,8102.82,0,10.61,60,174.6,7,7,15809.75,8009.82,2,0,2,1
61,1,2,0,70877.08,5906.42,0,0.055,683,16982.1,6,14.67,36,585.95,12,6,64736.25,49351.4,0,0,0,1
61,1,2,3,21637.5,1803.12,0,0.173,697,2031.36,2,11.46,36,66.95,11,3,31737.32,26304.28,2,0,2,0
54,1,1,0,64442.63,5370.22,2,0.256,560,29717.71,5,11.41,36,978.7,29,1,69249.67,58481.25,3,0,4,0
54,1,1,2,47070.41,3922.53,2,0.154,689,26713.19,2,10.87,36,872.91,13,7,58574.11,10387.5,2,0,2,1
71,0,2,0,42752.22,3562.68,0,0.115,690,9139.0,1,11.1,60,199.16,11,4,46593.01,28641.19,0,0,0,1
75,0,2,1,26037.27,2169.77,3,0.146,685,17283.41,5,10.16,60,368.58,10,7,35208.98,31053.31,2,0,2,1
23,1,1,0,22402.05,1866.84,0,0.15,611,13829.91,1,11.56,36,456.45,17,6,23543.68,11743.86,0,0,3,1
37,0,1,1,22542.32,1878.53,0,0.064,661,24251.33,0,9.56,36,777.52,19,6,26600.57,16449.81,2,0,2,1
34,1,1,0,52166.42,4347.2,0,0.263,677,32004.0,1,9.69,36,1028.03,11,4,63848.51,17156.87,0,0,1,1
34,0,1,0,43856.35,3654.7,0,0.071,674,18686.92,6,15.79,60,452.35,10,4,36044.36,18285.29,0,0,0,1
66,1,2,0,6332.3,527.69,0,0.209,802,23576.88,4,8.43,36,743.5,0,5,10355.47,5578.26,2,1,2,1
58,0,1,0,81821.59,6818.47,0,0.415,712,22102.35,3,10.74,60,477.7,10,10,126690.71,94570.25,0,0,0,1
55,1,2,0,31065.15,2588.76,4,0.318,593,12883.54,0,15.14,36,447.5,24,7,42702.68,16349.21,3,0,4,0
21,1,1,1,39059.71,3254.98,0,0.066,549,5687.34,2,14.33,36,195.29,27,5,33360.81,10319.46,1,0,1,1
68,0,1,0,57589.14,4799.1,3,0.087,707,20268.17,2,15.08,60,483.03,12,4,40811.31,26266.4,2,0,2,1
49,1,1,1,17936.87,1494.74,1,0.129,721,16406.62,3,10.2,60,350.21,14,3,23450.91,9088.4,1,0,1,1
24,0,2,0,14849.18,1237.43,2,0.174,826,23668.73,5,9.1,60,492.47,1,12,21935.12,16999.48,4,0,4,1
53,0,2,0,21521.02,1793.42,2,0.033,753,20558.82,6,8.98,60,426.57,7,7,34494.52,10430.55,1,0,1,1
37,0,0,2,74378.12,6198.18,2,0.135,701,7469.22,6,12.35,36,249.34,11,4,103942.56,92177.08,4,0,5,1
48,2,2,2,36637.81,3053.15,4,0.096,678,15186.86,2,11.15,36,498.28,10,7,32093.86,8135.91,4,0,5,0
70,1,2,0,70082.73,5840.23,4,0.277,709,9584.51,5,8.57,36,302.87,12,4,92885.45,57098.31,2,0,3,0
46,0,2,4,8270.08,689.17,2,0.183,758,20134.33,1,12.52,36,673.76,5,2,9674.89,7752.88,4,0,4,1
28,0,2,0,32334.27,2694.52,4,0.05,653,8972.13,2,11.43,36,295.57,15,4,40643.11,37561.25,1,0,1,0
54,1,1,0,17722.33,1476.86,0,0.198,680,30071.41,2,13.37,60,689.93,12,5,14442.97,10111.16,5,0,6,0
38,0,1,2,67538.54,5628.21,0,0.042,532,22544.24,4,19.82,36,835.76,26,2,81107.12,47609.31,1,0,2,1
51,0,2,2,27920.86,2326.74,4,0.307,535,13455.87,1,16.51,36,476.46,29,4,40897.92,22046.79,5,0,6,0
47,0,2,0,19086.37,1590.53,0,0.232,718,22575.01,1,9.04,36,718.3,14,4,17278.26,2864.34,3,0,4,1
36,1,2,3,29600.1,2466.67,2,0.054,638,4462.85,6,11.57,36,147.32,16,1,44877.35,36396.79,4,0,5,1
30,0,1,1,12970.43,1080.87,2,0.176,700,12835.39,3,13.52,60,295.47,13,6,22210.45,12228.38,1,0,1,1
60,1,1,3,36901.96,3075.16,0,0.362,793,1354.86,4,9.66,36,43.5,6,6,30757.97,18880.05,1,0,2,1
32,0,2,1,17872.97,1489.41,0,0.079,741,7789.65,3,11.09,36,255.36,7,7,17655.99,2267.87,3,0,3,1
42,0,1,0,18352.93,1529.41,2,0.085,631,5960.3,4,11.26,36,195.87,15,6,27199.88,3441.13,0,0,2,1
36,1,1,2,35744.56,2978.71,2,0.086,509,14060.12,1,18.43,36,511.35,28,7,55074.47,27868.7,4,0,7,1
32,0,2,2,9882.06,823.5,2,0.08,713,29352.3,2,10.88,36,959.29,11,10,18680.91,1562.99,1,0,1,1
31,0,1,1,28995.52,2416.29,0,0.012,652,29508.17,2,13.39,36,999.8,15,7,40757.67,13939.97,4,0,4,1
40,2,1,3,25698.95,2141.58,2,0.093,668,14701.04,4,14.17,36,503.66,17,6,40359.29,12455.08,0,0,1,0
71,1,1,1,80161.35,6680.11,0,0.308,584,500.0,0,12.77,36,16.79,24,3,85083.27,20991.64,2,0,2,1
21,0,1,1,54706.36,4558.86,3,0.207,823,17128.79,6,12.09,36,569.66,3,4,41118.8,20501.14,3,0,3,1
47,0,2,2,22283.45,1856.95,0,0.142,645,16618.94,2,13.71,36,565.66,17,3,29932.1,21199.39,2,0,3,1
23,0,2,2,21466.41,1788.87,0,0.118,547,25127.98,6,13.77,60,581.69,26,3,30956.94,27573.9,0,0,2,1
32,1,1,2,45803.92,3816.99,2,0.122,593,25318.8,2,13.43,60,581.67,22,4,55273.7,22831.48,2,0,2,1
50,1,2,2,35932.62,2994.38,0,0.472,678,5960.59,6,9.59,36,191.19,12,5,41982.72,38625.74,5,0,7,0
29,0,2,1,80702.79,6725.23,2,0.355,664,500.0,0,15.84,36,17.54,15,11,93355.28,71128.56,1,0,1,0
73,1,1,1,41268.79,3439.07,0,0.39,604,10158.88,0,16.62,36,360.27,22,7,60596.45,19154.87,3,0,3,1
74,0,1,3,41471.02,3455.92,0,0.168,658,21694.18,0,11.66,36,717.04,18,2,49599.32,28595.9,1,0,1,1
57,1,2,0,54504.32,4542.03,0,0.217,632,21917.13,1,13.58,36,744.61,18,4,83843.01,53879.25,1,0,1,1
21,2,2,4,94180.58,7848.38,0,0.26,705,13854.42,2,11.03,60,301.44,14,15,69377.78,56624.78,1,0,2,1
62,0,2,4,38909.8,3242.48,0,0.092,690,7108.34,1,11.75,60,157.22,11,10,56001.19,28387.32,1,0,1,1
69,0,2,0,58037.08,4836.42,3,0.236,773,24651.8,0,7.49,36,766.71,6,6,92539.71,81009.22,2,0,2,0
24,1,1,0,35349.64,2945.8,0,0.344,613,1534.3,6,15.27,36,53.39,15,4,42521.95,12582.82,4,0,4,0
35,0,3,0,23189.25,1932.44,0,0.057,525,8985.08,3,16.36,36,317.49,26,3,32895.6,29741.4,2,0,2,1
71,0,1,1,54389.66,4532.47,0,0.176,608,500.0,2,13.43,36,16.95,21,5,39938.02,16096.54,1,0,2,1
47,0,2,0,24748.95,2062.41,0,0.037,850,8920.18,2,6.48,36,273.31,3,4,17164.5,9621.05,1,0,1,1
28,1,1,2,17797.22,1483.1,2,0.386,775,17860.25,0,11.01,36,584.81,8,4,24455.08,12934.78,1,0,2,1
43,0,1,0,28227.53,2352.29,0,0.153,796,17311.36,2,6.42,36,529.95,6,4,21902.04,8063.43,2,0,5,1
35,0,0,1,51296.04,4274.67,2,0.155,654,500.0,2,11.68,36,16.53,16,5,53859.78,48479.82,1,0,3,1
47,1,1,1,34841.27,2903.44,4,0.195,708,12325.2,0,10.11,60,262.54,10,12,30616.11,25678.16,0,0,0,0
51,0,1,1,79689.73,6640.81,0,0.059,584,14337.12,0,11.82,36,474.97,23,12,109626.25,52103.45,2,0,2,1
59,1,1,0,63726.26,5310.52,2,0.144,598,4698.26,1,19.16,36,172.6,20,8,41698.34,10729.33,0,0,0,1
67,0,2,0,150219.78,12518.32,1,0.197,647,21885.86,3,12.47,36,731.85,15,7,212740.16,20847.37,1,0,2,1
28,2,1,0,33893.73,2824.48,0,0.01,760,12385.05,2,11.27,36,407.06,6,6,29521.43,15128.48,2,0,2,1
50,1,1,0,52793.55,4399.46,0,0.01,772,11440.33,2,12.05,36,380.26,5,8,80564.84,6379.15,0,0,0,1
75,1,1,1,91171.46,7597.62,0,0.027,685,10291.73,0,13.5,36,349.25,13,3,133701.38,66557.12,0,0,2,1
62,0,1,2,14895.76,1241.31,4,0.371,706,7224.69,1,10.13,60,153.97,13,5,23163.65,14870.92,0,0,0,0
38,1,1,0,86035.88,7169.66,0,0.261,688,9386.27,3,9.71,36,301.59,10,4,102778.99,40255.0,3,0,4,1
24,0,1,0,14066.55,1172.21,0,0.039,665,14608.47,0,11.41,60,320.62,15,3,23372.77,2012.87,2,0,3,1
67,1,2,0,86828.6,7235.72,0,0.15,653,37949.63,6,13.02,36,1279.04,18,2,107116.09,76526.85,4,0,4,1
63,1,1,1,45678.5,3806.54,0,0.193,736,28848.68,2,9.94,36,930.05,10,3,35249.18,26652.88,0,1,0,1
42,1,1,1,33535.36,2794.61,0,0.108,623,21837.05,6,13.5,36,741.05,18,7,25743.77,6623.06,1,0,2,1
23,1,1,3,19422.65,1618.55,0,0.118,850,3356.78,2,9.97,36,108.27,2,2,30410.4,28095.75,3,0,4,1
35,1,2,1,16639.43,1386.62,0,0.11,666,20046.84,6,16.33,60,491.02,17,8,24226.19,11681.98,3,0,3,1
55,0,0,1,29854.84,2487.9,0,0.15,568,7286.64,2,17.53,60,183.17,28,9,34686.17,26611.25,2,0,4,1
67,0,1,1,27355.55,2279.63,2,0.05,666,12635.17,2,11.74,60,279.41,19,5,41092.72,20560.99,3,0,3,1
58,1,1,2,23573.34,1964.44,0,0.282,775,10610.72,2,10.97,36,347.23,8,5,20709.72,9887.88,2,0,2,1
53,0,0,0,27860.41,2321.7,2,0.304,600,24642.99,3,14.11,36,843.56,20,6,42013.11,23193.3,1,0,2,1
34,0,0,0,58875.53,4906.29,0,0.255,717,16175.46,6,8.02,60,328.13,10,9,72938.4,16302.31,1,0,1,1
68,1,1,0,96539.7,8044.98,0,0.139,774,29802.77,2,10.45,36,967.96,5,4,78826.69,61813.66,2,0,2,1
21,0,2,3,28597.22,2383.1,0,0.119,721,20644.15,2,9.89,60,437.51,12,6,42635.44,34897.74,4,0,5,1
73,0,0,3,38047.54,3170.63,0,0.153,740,20533.41,1,13.19,36,693.73,6,7,37821.0,32964.79,2,0,2,1
69,1,3,0,19110.11,1592.51,0,0.32,723,21700.31,1,12.84,36,729.5,13,4,25825.67,11319.27,1,0,1,1
46,1,2,2,29795.13,2482.93,4,0.084,662,30412.55,2,9.54,36,974.77,15,2,26079.84,9931.6,0,0,0,0
28,0,1,1,24419.21,2034.93,0,0.145,596,36120.51,1,13.78,60,836.35,24,5,21666.4,5784.71,4,0,5,1
70,0,1,0,58263.52,4855.29,3,0.113,730,10193.55,6,9.94,36,328.63,12,7,67694.45,9023.2,1,1,3,1
36,1,2,0,21159.01,1763.25,4,0.195,701,25620.94,2,14.03,36,876.04,13,4,31580.16,2071.86,2,0,2,0
58,2,2,1,47002.64,3916.89,0,0.144,696,7687.8,5,11.14,60,167.69,11,5,57878.83,6930.65,5,0,7,1
30,0,1,1,20816.68,1734.72,4,0.153,777,32199.05,2,11.77,36,1065.94,8,11,29190.4,14681.85,1,0,1,1
62,1,0,3,106971.36,8914.28,2,0.08,611,15511.51,6,15.81,36,543.88,16,8,135708.01,86691.77,2,0,2,1
57,1,2,1,57792.15,4816.01,3,0.043,650,28597.87,2,11.3,60,626.07,17,4,82442.67,29082.96,1,0,1,1
46,1,0,1,38454.79,3204.57,4,0.345,699,29742.17,2,12.4,36,993.56,14,4,51211.89,40974.7,2,0,2,0
48,0,1,2,68302.53,5691.88,0,0.156,773,10606.3,1,11.43,60,232.89,6,7,59743.1,36763.02,1,0,1,1
32,0,1,1,61003.9,5083.66,0,0.171,769,8331.07,2,15.34,36,290.19,9,4,43910.25,36020.92,1,0,2,1
40,0,2,0,52877.0,4406.42,0,0.191,724,13471.65,2,12.82,60,305.28,14,4,38405.67,8054.75,5,0,5,1
69,0,1,1,19026.92,1585.58,1,0.181,725,11189.74,4,10.06,36,361.38,10,3,25496.56,19805.48,3,0,3,1
34,1,2,1,73048.21,6087.35,0,0.226,714,23224.96,2,17.61,36,835.1,14,8,76220.95,26398.05,1,0,1,1
66,0,0,0,71488.81,5957.4,0,0.191,649,8583.51,2,14.09,36,293.74,15,10,83372.49,66072.86,0,0,3,0
55,1,1,0,27745.62,2312.13,0,0.122,697,6114.31,2,15.48,36,213.39,11,6,20529.92,11524.54,1,0,2,1
49,1,2,0,52993.74,4416.14,0,0.061,543,19528.44,1,16.76,60,482.82,27,6,65629.05,22427.42,2,0,2,1
32,0,2,3,10560.38,880.03,0,0.118,563,23300.37,6,15.05,36,808.29,26,5,17879.71,12666.28,1,0,1,1
72,1,1,0,12521.71,1043.48,0,0.213,850,7001.19,0,13.03,36,236.0,2,8,21414.78,9108.95,3,0,4,1
38,0,0,0,35473.64,2956.14,0,0.183,690,21061.97,6,6.92,36,649.56,10,3,40278.43,4337.81,2,0,2,1
64,0,1,1,66068.15,5505.68,0,0.178,786,25019.89,1,8.11,36,785.3,8,5,76355.85,64186.14,1,0,1,1
22,0,1,4,46494.4,3874.53,0,0.101,558,7021.78,6,18.07,36,254.1,28,6,56719.9,28931.69,3,0,4,1
22,1,2,2,35937.89,2994.82,2,0.199,680,17344.37,2,10.92,36,567.18,12,10,43929.06,38625.39,0,0,1,1
37,1,1,0,40300.66,3358.39,0,0.082,743,500.0,2,7.53,36,15.56,5,7,52620.03,49399.06,0,0,0,1
30,1,1,1,39568.46,3297.37,0,0.041,573,9707.62,2,16.95,36,345.86,27,6,49280.46,27607.86,1,1,2,1
38,0,0,0,23901.02,1991.75,0,0.206,577,19832.19,4,14.81,36,685.65,27,7,26233.01,10727.4,3,0,3,1
42,0,2,1,56927.8,4743.98,2,0.113,595,14387.61,1,12.29,36,479.87,20,7,58019.22,10898.08,2,0,3,1
39,0,1,3,52989.15,4415.76,0,0.45,783,18649.73,3,12.45,36,623.45,7,6,35494.72,19142.36,3,0,3,1
73,0,1,0,108441.95,9036.83,0,0.243,627,28460.63,2,10.84,36,929.61,15,4,125192.69,21298.87,3,0,3,1
21,0,2,0,55395.75,4616.31,0,0.2,699,20546.25,1,9.08,36,654.13,14,3,60830.76,45009.43,1,0,1,1
44,0,2,1,146922.36,12243.53,0,0.181,653,500.0,3,10.47,60,10.74,19,2,199969.32,78110.57,5,0,5,0
56,1,2,1,27527.33,2293.94,2,0.157,597,12640.51,7,17.0,36,450.67,24,1,28645.79,25466.77,3,0,4,1
45,0,2,2,74480.87,6206.74,0,0.183,626,2556.22,2,12.95,60,58.1,15,3,60402.28,19910.22,3,0,4,1
56,0,1,0,108212.19,9017.68,4,0.37,622,31208.19,4,13.28,36,1055.74,19,6,94640.53,36992.72,2,1,2,0
51,1,2,0,16558.47,1379.87,0,0.148,646,500.0,2,15.98,60,12.15,19,6,16938.81,953.44,2,0,2,1
51,2,1,1,18208.92,1517.41,1,0.289,672,19887.09,2,12.86,36,668.73,10,4,15339.49,3243.17,2,1,2,1
22,0,1,1,41475.33,3456.28,0,0.237,696,18913.05,2,13.34,60,433.63,13,6,33427.49,27742.32,1,0,3,1
39,0,1,1,51097.0,4258.08,3,0.306,550,4599.59,2,15.52,36,160.62,28,5,61464.04,47802.68,1,0,2,0
73,0,2,3,121280.56,10106.71,0,0.303,733,7320.28,2,11.21,36,240.39,12,6,125125.74,56710.45,1,0,2,1
32,1,1,2,26876.75,2239.73,0,0.131,597,17697.95,4,16.36,36,625.36,22,5,20204.49,9442.52,3,0,4,1
30,1,2,3,10467.07,872.26,0,0.261,595,14278.43,6,10.85,36,466.44,24,7,21976.26,11771.09,2,0,2,1
51,1,2,0,42932.78,3577.73,0,0.1,686,6495.58,2,12.9,36,218.55,14,6,37850.97,34309.77,4,0,4,1
65,0,1,2,37603.02,3133.58,0,0.136,703,24406.7,2,14.57,36,840.94,11,4,59876.5,18517.97,3,0,3,1
42,0,2,1,48024.5,4002.04,2,0.21,705,20515.64,6,14.98,36,710.98,12,6,46750.4,34575.31,1,0,1,1
43,1,0,0,21522.33,1793.53,0,0.282,675,500.0,2,11.74,36,16.55,11,6,35510.51,20692.44,0,0,2,1
72,0,0,1,12433.75,1036.15,0,0.034,535,25586.86,3,12.34,60,573.57,29,3,14837.79,5670.52,0,0,2,0
43,1,1,2,106605.3,8883.78,2,0.214,670,500.0,4,10.7,36,16.3,13,4,159156.39,21194.2,0,0,1,1
35,1,2,0,53737.56,4478.13,0,0.104,637,4671.72,1,16.15,36,164.59,17,2,53185.3,9429.39,1,0,1,1
46,1,1,0,107069.32,8922.44,4,0.011,513,18323.5,7,14.25,36,628.48,27,7,77408.15,58542.4,0,0,0,0
23,1,1,2,17250.62,1437.55,0,0.038,604,20095.29,2,17.72,36,723.67,23,8,22777.83,16181.51,1,0,3,1
43,1,2,2,39914.2,3326.18,0,0.288,736,14871.01,6,9.18,60,310.0,11,5,27305.14,6410.61,0,1,0,0
40,1,2,3,59644.95,4970.41,0,0.239,647,15847.5,2,12.11,36,527.2,16,4,60081.68,17556.76,2,0,2,1
65,1,2,0,67959.04,5663.25,1,0.253,746,8295.86,6,11.45,60,182.24,7,6,42655.25,34203.45,4,0,4,1
60,1,2,0,86128.89,7177.41,0,0.226,651,13761.79,6,11.17,36,451.65,15,4,87313.87,18570.51,3,0,4,1
59,1,1,0,20797.67,1733.14,0,0.301,666,14090.48,2,12.96,36,474.49,17,2,29584.03,16429.28,1,0,1,0
28,0,1,0,34951.45,2912.62,0,0.164,767,25650.97,2,12.07,36,852.84,7,6,53758.21,43246.28,2,0,2,1
38,1,2,0,56916.36,4743.03,0,0.179,705,15111.75,2,11.66,36,499.48,11,9,57889.04,46345.13,0,0,1,1
61,0,2,0,40823.35,3401.95,2,0.199,682,18302.12,2,15.21,36,636.33,11,11,45265.48,23358.12,1,0,1,1
